name,url,price,revenue,profit,description,source,category
"7-Yr Outdoor Gear Biz, Patents Pending, Boopos $900K Financing, 326% Rev. Growth, 100% Pos. Feedback",https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,599,000","$1,597,554","$423,366",,QuietLight,Amazon FBA
14 SKU Amazon FBA Business Covering Multiple Niches With Low Workload,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,588,779","$1,927,518","$529,593",,QuietLight,Amazon FBA
"6 Yr Old Amazon FBA Brand, 129% YOY SDE Growth, Highly Defensible with 15000+Reviews (Avg 4.7 Stars)",https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,482,000","$2,688,542","$411,723",,QuietLight,Amazon FBA
Distressed Sale: 5-Year-Old Patented Food Container Biz | Major Retail Partnerships,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,450,000","$3,410,057","$515,873",,QuietLight,Amazon FBA
Modern Furniture FBA Brand | $1.7M Revenue + $432K SDE | $246 AOV,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,250,000","$1,738,885","$432,058",,QuietLight,Amazon FBA
8 Yr Old Reputable Amazon FBA Pet Brand | 70% YoY Revenue Growth | High Net Margins,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,182,000","$1,335,231","$407,595",,QuietLight,Amazon FBA
Very Passive eCommerce Business Sells Cools Maps and Related Travel Products,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,150,000","$1,124,266","$371,105",,QuietLight,Amazon FBA
Growing Amazon FBA Premium STEM Kids Toys | Ready International Expansion | Strong Reviews,https://quietlight.com/listings/16859412/,"$1,150,000","$3,614,069","$555,779",,QuietLight,Amazon FBA
Established Home & Kitchen Amazon FBA Business with 50% YOY Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,100,000","$2,070,803","$395,013",,QuietLight,Amazon FBA
"Amazon FBA Biz Selling Premium Map, Puzzle, & Poker Mats | Strong Reviews | Easy Transfer",https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,075,000","$1,751,922","$307,199",,QuietLight,Amazon FBA
SBA Qualified FBA Wellness Business: 45% YoY Rev. Growth |29% Net Margins | 40% Subscription Rev.,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,025,000","$925,620","$269,761",,QuietLight,Amazon FBA
FBA Hair Loss Treatment Brands w/ 40% Monthly Subscription Revenue & 70% YoY Earnings Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,017,000","$1,832,226","$418,368",,QuietLight,Amazon FBA
5-Year-Old FBA Automotive Accessory Product w/ Multiple Stockouts in TTM,https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,000,000","$1,050,029","$245,244",,QuietLight,Amazon FBA
"SBA Pre-Qual – 3-Year-Old Amazon FBA Arts and Crafts Business with 8,400 Reviews and 4.7 Star Rating",https://quietlight.com/amazon-fba-businesses-for-sale/,"$1,000,000","$1,404,724","$273,980",,QuietLight,Amazon FBA
Amazon FBA Pet Supplements Business w/ 40% YoY Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$975,000","$1,219,707","$283,908",,QuietLight,Amazon FBA
Amazon FBA Novelty Gift | 85% Gross Margins | 4K+ Reviews | Marketing Needed,https://quietlight.com/amazon-fba-businesses-for-sale/,"$945,000","$647,496","$333,500",,QuietLight,Amazon FBA
Gaming Furniture Business | 56% YoY Growth | 10 Hrs/Week Operation | Multi-Country Revenue,https://quietlight.com/listings/13369216/,"$925,000","$799,002","$276,460",,QuietLight,Amazon FBA
Amazon Skincare Line | High Margins | Unique Formulations,https://quietlight.com/amazon-fba-businesses-for-sale/,"$900,000","$1,450,442","$382,584",,QuietLight,Amazon FBA
Amazon FBA Artificial Plants Brand with Triple Digit Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$890,000","$933,229","$257,325",,QuietLight,Amazon FBA
Amazon FBA Kitchen & Bathroom Business w/ 260% YOY Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$880,000","$1,136,216","$306,733",,QuietLight,Amazon FBA
"Baby Products Amazon FBA Business w/ 60% YoY Growth and 4,000+ Reviews",https://quietlight.com/amazon-fba-businesses-for-sale/,"$785,000","$743,330","$203,434",,QuietLight,Amazon FBA
SBA Pre-Qualified Amazon FBA Outdoor Brand | 6 Years Old | $200k SDE,https://quietlight.com/amazon-fba-businesses-for-sale/,"$742,000","$576,538","$200,967",,QuietLight,Amazon FBA
Amazon FBA Thank You Card Business w/ Impressive Growth and 5 Star Average Reviews,https://quietlight.com/amazon-fba-businesses-for-sale/,"$741,000","$1,079,028","$242,262",,QuietLight,Amazon FBA
SBA Pre-Qualified | 6 Yr Old Unique Baby and Toddler Sleepwear Brand | $173K SDE | Low Workload,https://quietlight.com/amazon-fba-businesses-for-sale/,"$700,000","$736,281","$173,396",,QuietLight,Amazon FBA
5-Year-Old Pet Brand with Consumable Products Sold Through FBA and Chewy,https://quietlight.com/amazon-fba-businesses-for-sale/,"$699,000","$997,051","$197,554",,QuietLight,Amazon FBA
DISTRESS LISTING: Established Ecommerce Business Priced at ~60% of Inventory Value,https://quietlight.com/amazon-fba-businesses-for-sale/,"$695,000","$435,000",,,QuietLight,Amazon FBA
8-Year-Old Pet Safety Brand | 20% Repeat Purchase Rate | 21% YOY Revenue Growth Past 6 Mos.,https://quietlight.com/listings/13384086/,"$655,900","$553,106","$218,636",,QuietLight,Amazon FBA
Amazon FBA Animal Conservation | 17% TTM Revenue Growth | Passionate and Unique Niche | 10+ Yrs Old,https://quietlight.com/amazon-fba-businesses-for-sale/,"$650,000","$539,220","$209,527",,QuietLight,Amazon FBA
Fast Growing Amazon FBM | Used Cameras & Electronics | 300% YoY Growth | Low Overhead,https://quietlight.com/listings/15594313/,"$650,000","$3,568,938","$420,981",,QuietLight,Amazon FBA
SBA Stable 27-Year-Old Patented Ice Wrap Ecom Company | High Margins | Diversified Sales Channels,https://quietlight.com/amazon-fba-businesses-for-sale/,"$650,000","$1,083,428","$267,547",,QuietLight,Amazon FBA
7 Year Old Ladies Bag Amazon FBA UK Business w/USA Expansion Opportunity & Zero Advertising,https://quietlight.com/listings/16702772/,"$645,000","$1,578,995","$214,955",,QuietLight,Amazon FBA
"50/50 Amazon FBA & Walmart Reseller, Well Known Apparel Brands, 77% YOY SDE Growth",https://quietlight.com/amazon-fba-businesses-for-sale/,"$640,000","$1,057,601","$272,324",,QuietLight,Amazon FBA
Amazon FBA Traditional Gold Jewelry | Highly Automated | 92% YTD SDE Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$635,000","$1,191,674","$181,423",,QuietLight,Amazon FBA
Passive Amazon FBA Business with Over 300% YOY SDE Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$620,000","$2,742,990","$249,507",,QuietLight,Amazon FBA
"SBA Pre-Qualified: Premium, 9-Year, Home-Barista Coffee Gear | Amazon FBA | Earnings +98.95%",https://quietlight.com/amazon-fba-businesses-for-sale/,"$595,000","$1,036,406","$184,993",,QuietLight,Amazon FBA
Category-Leading Amazon FBA Home Decor Business,https://quietlight.com/amazon-fba-businesses-for-sale/,"$576,000","$1,024,867","$191,967",,QuietLight,Amazon FBA
Reduce Kids’ Screentime! Proprietary Product Line on Amazon with 72% YoY Growth – Lender Preappoved!,https://quietlight.com/amazon-fba-businesses-for-sale/,"$575,000","$566,966","$191,359",,QuietLight,Amazon FBA
"Growing FBA Premium, Organic Superfoods and Supplements Business, High Margins, Diversified Revenue",https://quietlight.com/amazon-fba-businesses-for-sale/,"$564,000","$306,334","$170,930",,QuietLight,Amazon FBA
Amazon UK and US FBA Gift Business | Motivated Seller | High Growth | Low Ad Spend,https://quietlight.com/amazon-fba-businesses-for-sale/,"$550,000","$1,342,759","$289,734",,QuietLight,Amazon FBA
Amazon FBA UK/USA Outdoor Brand w/200% YOY Revenue Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$549,000","$964,790","$183,908",,QuietLight,Amazon FBA
8 Year Old – Women’s Swim and Apparel Brand | FBA + Shopify | $171k SDE,https://quietlight.com/listings/9010087/,"$530,000","$1,372,142","$171,144",,QuietLight,Amazon FBA
"408% YOY SDE Growth, Top Ranked Amazon’s Choice FBA Amazon Business",https://quietlight.com/amazon-fba-businesses-for-sale/,"$515,000","$806,632","$162,126",,QuietLight,Amazon FBA
10-Year-Old Amazon FBA UV Detection Sticker Brand | Utility Patent | 39% Net Margins,https://quietlight.com/amazon-fba-businesses-for-sale/,"$480,000","$624,958","$240,521",,QuietLight,Amazon FBA
Amazon FBA Kitchen Brand | 80% Gross Margins | 1.99x Multiple | Cash Buyers Only,https://quietlight.com/amazon-fba-businesses-for-sale/,"$471,000","$1,351,070","$237,105",,QuietLight,Amazon FBA
"4-Year-Old FBA Business | 3,700+ reviews with 2 SKUs | $430K in Revenue with $155K in SDE",https://quietlight.com/amazon-fba-businesses-for-sale/,"$465,000","$437,041","$155,293",,QuietLight,Amazon FBA
3+ Year Old Health and Wellness Brand with Influential Promoters,https://quietlight.com/amazon-fba-businesses-for-sale/,"$459,917","$558,361","$164,256",,QuietLight,Amazon FBA
2-Year Old Amazon FBA Wooden Docking Station | 1K+ Reviews | 4.7 Star Ratings | Proven Demand,https://quietlight.com/amazon-fba-businesses-for-sale/,"$450,000","$628,609","$174,793",,QuietLight,Amazon FBA
SBA-Pre Qualified – 25 Year Old eCommerce and FBA Exotic Pet Brand | High Growth Opportunities,https://quietlight.com/amazon-fba-businesses-for-sale/,"$430,000","$597,108","$135,775",,QuietLight,Amazon FBA
Diversified Pet Supplement Business w/Strong Growth and USA Supplier,https://quietlight.com/amazon-fba-businesses-for-sale/,"$427,000","$313,605","$92,119",,QuietLight,Amazon FBA
Amazon FBA Brand – Patented Products in Maternity and Wellness Niche with Growing YOY SDE,https://quietlight.com/amazon-fba-businesses-for-sale/,"$424,000","$454,513","$141,417",,QuietLight,Amazon FBA
Sports & Outdoor FBA Reseller | Wholesale Blueprint Scale Opp | TTM $1.8M Revenue – $274K SDE | 1.5X,https://quietlight.com/amazon-fba-businesses-for-sale/,"$410,000","$1,790,461","$274,984",,QuietLight,Amazon FBA
"5 Year Old Amazon FBA Notepad Business w/10,000+ Reviews | Growing Trends | Expansion Opportunities",https://quietlight.com/amazon-fba-businesses-for-sale/,"$408,000","$927,128","$125,659",,QuietLight,Amazon FBA
10-Year-Old FBA Home Goods Business | 9K+ Reviews | 4.5 Star Ratings,https://quietlight.com/amazon-fba-businesses-for-sale/,"$405,000","$440,425","$114,950",,QuietLight,Amazon FBA
11 Year Old Niche Hardware Amazon FBA Business w/Low SKU Count | 40% Net Margins | Amazing Reviews,https://quietlight.com/listings/17337235/,"$405,000","$255,156","$103,723",,QuietLight,Amazon FBA
"Amazon FBA Outdoor Brand | Solid Margins | 2,400 Reviews | 3 SKUs | Product Expansion Potential",https://quietlight.com/amazon-fba-businesses-for-sale/,"$400,000","$986,378","$157,401",,QuietLight,Amazon FBA
Amazon FBA Bathroom & Beauty Brand with 40%+ SDE Margins,https://quietlight.com/amazon-fba-businesses-for-sale/,"$399,000","$361,072","$145,325",,QuietLight,Amazon FBA
Eyewear Accessory Amazon FBA Brand With 78% TTM SDE Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$388,000","$370,871","$133,792",,QuietLight,Amazon FBA
75% Finaceable | $120k+ TTM SDE | Amazon FBA Kitchen Products | 41% TTM Revenue Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$385,000","$426,329","$122,404",,QuietLight,Amazon FBA
"Amazon FBA Kitchen & Dining | Solid Growth | 78% Gross Margins | 8,500+ Reviews",https://quietlight.com/amazon-fba-businesses-for-sale/,"$385,000","$1,287,242","$127,774",,QuietLight,Amazon FBA
17 Year Old  Online Candy Business,https://quietlight.com/amazon-fba-businesses-for-sale/,"$350,000","$1,020,538","$133,023",,QuietLight,Amazon FBA
4-Year-Old Travel Accessories FBA Brand + Wholesale | Low Workload | Proprietary Tooling | $113K SDE,https://quietlight.com/listings/16878540/,"$350,000","$601,771","$114,752",,QuietLight,Amazon FBA
2-Year Old FBA Home Decor Business | 269% YOY Rev Growth | Huge Untapped Potential,https://quietlight.com/amazon-fba-businesses-for-sale/,"$349,000","$456,561","$108,261",,QuietLight,Amazon FBA
13-Year-Old Pet Vertical eCom Business with Patents + Large Growth Opps | $106K SDE,https://quietlight.com/amazon-fba-businesses-for-sale/,"$340,000","$253,055","$106,194",,QuietLight,Amazon FBA
Motivated to Sell | 1.95x Multiple | High TTM Rev/SDE Growth | Amazon FBA Bags | 80%+ Gross Margins,https://quietlight.com/amazon-fba-businesses-for-sale/,"$321,000","$650,842","$164,814",,QuietLight,Amazon FBA
SBA Qualified Growing Baby Products Brand | Amazon FBA and Shopify | Established Team | US Supplier,https://quietlight.com/amazon-fba-businesses-for-sale/,"$320,000","$853,954","$98,242",,QuietLight,Amazon FBA
Fast-Growing Amazon FBA Business with 3 SKU’s + Built-In Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$310,000","$553,390","$102,452",,QuietLight,Amazon FBA
Fun Amazon Business | 45% Net Profit Margin | Simple Operations | Untapped Growth Potential,https://quietlight.com/amazon-fba-businesses-for-sale/,"$300,000","$257,631","$117,152",,QuietLight,Amazon FBA
3-Year-Old FBA Home Decor Brand | 5 SKUs + 5 New SKUs Launched | $105k SDE,https://quietlight.com/amazon-fba-businesses-for-sale/,"$284,000","$372,667","$105,286",,QuietLight,Amazon FBA
"10-Year-Old Baby FBA Brand | 5,000+ Reviews | 4.8 Star Rating | Low Owner Workload",https://quietlight.com/amazon-fba-businesses-for-sale/,"$280,000","$526,094","$103,631",,QuietLight,Amazon FBA
9-Year-Old Amazon FBA Flag Business | 33% YoY SDE Growth | Low Workload,https://quietlight.com/amazon-fba-businesses-for-sale/,"$260,000","$498,065","$133,516",,QuietLight,Amazon FBA
Turnaround Opportunity in the Pet Niche | Amazon FBA | 2.1x Multiple,https://quietlight.com/amazon-fba-businesses-for-sale/,"$239,000","$661,211","$112,559",,QuietLight,Amazon FBA
Amazon FBA Biz w/ Differentiated Hero ASIN | Growth Potential w/ More Involved Owner | Great Reviews,https://quietlight.com/amazon-fba-businesses-for-sale/,"$235,000","$316,968","$72,270",,QuietLight,Amazon FBA
3 Year Old Kids and Adults Supplement Brand With 267% YOY SDE Increase,https://quietlight.com/amazon-fba-businesses-for-sale/,"$230,000","$234,084","$87,022",,QuietLight,Amazon FBA
Amazon FBA Pet Supplement Brand – Low Workload,https://quietlight.com/amazon-fba-businesses-for-sale/,"$205,333","$242,964","$82,133",,QuietLight,Amazon FBA
Amazon FBA Business Selling a Medical (Aesthetic) Product,https://quietlight.com/amazon-fba-businesses-for-sale/,"$200,000","$343,716","$78,272",,QuietLight,Amazon FBA
Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload,https://quietlight.com/listings/16921449/,"$200,000","$250,192","$57,088",,QuietLight,Amazon FBA
"Price Reduced | 17-Year-Old Patented Organization Business | 4,000+ Reviews",https://quietlight.com/amazon-fba-businesses-for-sale/,"$194,000","$1,010,164","$80,335",,QuietLight,Amazon FBA
5 yr Old Pool Access. Biz | 95% Amazon FBA | YOY Revenue +102% | COGS Decrease,https://quietlight.com/amazon-fba-businesses-for-sale/,"$179,000","$263,838","$66,769",,QuietLight,Amazon FBA
Passive Amazon FBA Goal Planner Business | 12% TTM Revenue Growth with Little Work and No Ad Spend,https://quietlight.com/amazon-fba-businesses-for-sale/,"$165,000","$109,415","$46,385",,QuietLight,Amazon FBA
Growing Amazon Luxury Travel Bags Brand | Low Workload | 1.7x Multiple | Motivated to Sell,https://quietlight.com/amazon-fba-businesses-for-sale/,"$150,000","$587,486","$87,774",,QuietLight,Amazon FBA
4 Year Old Cosmetics FBA Amazon Business With Low 2 Hour Per Week Workload,https://quietlight.com/amazon-fba-businesses-for-sale/,"$144,900","$257,593","$54,780",,QuietLight,Amazon FBA
Ring Guards FBA Business | 89% Gross Profit Margin | Strong SDE Growth,https://quietlight.com/amazon-fba-businesses-for-sale/,"$140,000","$231,512","$62,539",,QuietLight,Amazon FBA
Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations,https://quietlight.com/listings/16944105/,"$140,000","$174,526","$52,032",,QuietLight,Amazon FBA
Baby Products Amazon FBA | 119% TTM Revenue Growth with Little Work,https://quietlight.com/amazon-fba-businesses-for-sale/,"$135,000","$143,036","$41,283",,QuietLight,Amazon FBA
2-Year-Old FBA Business in Kitchen Apparel and Accessories | $52k in SDE,https://quietlight.com/amazon-fba-businesses-for-sale/,"$131,000","$233,113","$52,677",,QuietLight,Amazon FBA
Quick Sale Opportunity | Amazon FBA Business w/Great Products & Reviews,https://quietlight.com/amazon-fba-businesses-for-sale/,"$120,000","$243,691",,,QuietLight,Amazon FBA
Easy to Operate 3-SKU FBA Business with Untapped Potential,https://quietlight.com/amazon-fba-businesses-for-sale/,"$119,000","$137,125","$40,745",,QuietLight,Amazon FBA
7-Year-Old Amazon FBA Brand | Baby Niche | Low Workload,https://quietlight.com/amazon-fba-businesses-for-sale/,"$104,995","$350,288","$41,998",,QuietLight,Amazon FBA
Amazon Keto Snacks | Passive $8K Subscription Revenue | Marketing Needed | US Manufacturing,https://quietlight.com/amazon-fba-businesses-for-sale/,"$100,000","$220,492","$31,315",,QuietLight,Amazon FBA
EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place,https://quietlight.com/listings/16051221/,"$94,500","$260,708","$49,766",,QuietLight,Amazon FBA
Four Year Old FBA Business in Yoga Niche,https://quietlight.com/amazon-fba-businesses-for-sale/,"$91,000","$285,136","$32,975",,QuietLight,Amazon FBA
Distressed Amazon FBA Haircare Business | Loyal Customer Base | Additional Ready-to-Launch Products,https://quietlight.com/amazon-fba-businesses-for-sale/,"$83,000","$189,686","$83,341",,QuietLight,Amazon FBA
36-Year-Old Supplement and Cream Business | US Supply Chain | 44% Return Customer Rate,https://quietlight.com/amazon-fba-businesses-for-sale/,"$80,000","$363,471","$67,929",,QuietLight,Amazon FBA
"Patented FBA Pet Travel Brand | 2,700+ 4.5-Star Reviews | Proven Market Fit | Huge Growth Potential",https://quietlight.com/listings/16670865/,"$80,000","$201,719","$6,757",,QuietLight,Amazon FBA
"FBA Watercraft & Sports/Outdoor Accessories Brand | 1,200+ Reviews | 4.7 Average Star Ratings",https://quietlight.com/amazon-fba-businesses-for-sale/,"$46,000","$184,056","$23,356",,QuietLight,Amazon FBA
Quick Sale Opportunity | Unique Products & Great Reviews | FBA Biz,https://quietlight.com/amazon-fba-businesses-for-sale/,"$40,000","$131,769","$20,334",,QuietLight,Amazon FBA
1-Year Old FBA Hero Sku | Provisional Patent,https://quietlight.com/amazon-fba-businesses-for-sale/,"$25,000","$50,000",,,QuietLight,Amazon FBA
5 Year Old 1 SKU Amazon FBA Business With 500+ Reviews (Avg 4.6 Star Rating),https://quietlight.com/amazon-fba-businesses-for-sale/,"$16,389","$55,948","$6,556",,QuietLight,Amazon FBA
Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready,https://quietlight.com/listings/17339742/,$28M,"$28,493,004","1,500,356",,QuietLight,Amazon FBA
