"source","name","price","revenue","profit","multiple","description","url"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/8/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/2/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/5/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/7/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/6/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/4/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/3/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/9/"
"QuietLight","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue","$3,640,000","$4,234,004","","0.86x","Reputable Niche Skincare Brand | 37% YOY SDE Growth | Diversified Revenue Asking Price $3,640,000 Revenue: $4,234,004 Income: $1,040,771 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/10/"
"QuietLight","SBA Pre-Qualified | 11-Yr-Old Amazon FBA | Eyewear | 37,000 4.4-Star Reviews | Positive YOY Trends","$3,565,000","$6,034,765","","0.59x","SBA Pre-Qualified | 11-Yr-Old Amazon FBA | Eyewear | 37,000 4.4-Star Reviews | Positive YOY Trends Asking Price $3,565,000 Revenue: $6,034,765 Income: $1,188,075 Amazon FBA","https://quietlight.com/amazon-fba-businesses-for-sale/page/8/"
